id,review_text,label,cleanlab_suggested_label,cleanlab_corrected_label,cleanlab_label_quality,cleanlab_action
1877,Magazine is great. Lots of useful tips. Bad side is that it has too many sponsored articles and advertisements but that's the business.,4.0,,,0.7899138,
1894,"nothing of much interest, mostly ads",2.0,,,0.51021075,
1897,great recipes.,4.0,,,0.7568808,
1901,Love my BHG.,5.0,,,0.99752504,
1902,It seems to be me a little more liberal than I like. I don't know if I will renew again.,3.0,,,0.63223326,
1904,"Ridiculous. Show a few recipes and a couple pictures of $25,000 kitchens and you've got this magazine. The rest is nothing but ads for depression and erectile dysfunction.",3.0,,,0.376975,resolved
1906,"SOOOO MANY ADS!!!!!
So many in fact, you won't be able to tell what's written by the Magazine and what's an ad.",2.0,,,0.60965955,
1909,Renewal w/o notice.,1.0,,,0.9047187,
1922,Informative magazine however there are too many advertisements. The price is pretty reasonable. I would recommend this magazine to others.,4.0,,,0.85028166,
1923,Received my first magazine in May and it was the April issue.  I hope they don't charge me for a month old magazine.,1.0,,,0.9106566,resolved
1930,I.love this magazine.  Do.much great info!,5.0,,,0.9993509,
1934,"Magazine is a standard in the genre. Often times more expensive ideas than my budget can handle, so I have to look for DIY replacements, but the ideas themselves are nice.",4.0,,,0.9481143,
1937,Not sure if I will reorder,3.0,,,0.61175084,
1950,"Definite room for improvement... they are still sending my magazines to my parent's house, after repeated phone calls and account updates.",1.0,,,0.78878397,
1954,Don't waste your time unless you have a kindle fire or ipad.  Kindle apps on android phones or tablets are not allowed to load this kindle item.,1.0,,,0.993695,
1958,Great outdoor articles! We are using many ideas from Better Homes for our backyard and front porch.,4.0,,,0.67226684,
1959,The magazine is mostly ads. Not worth paying to read ads.,1.0,,,0.95112336,
1971,Too expensive for little substance,3.0,,,0.9190372,
1973,I've loved this magazine since I started swiping copies from the school library. I was in 3rd grade.,5.0,,,0.9920646,
1991,Bought it for my Nana. She loves it,5.0,,,0.99715865,
1997,"Renewing this magazine is a mistake, as all the info is recycled over time.  Nothing really new after you've received it for a year.",1.0,,,0.9841747,resolved
2000,You keep sending it to the wrong address and it is present to some else.  I am trying to correct this.,3.0,4.0,,0.25719595,resolved
2027,My dad loved his birthday present! Thank you!,5.0,,,0.98936486,
2059,"This is perhaps one of the best around the house mags to give you great ideas for home improvement, maintenance and shop organization.",5.0,,,0.97934353,
2068,Interesting reading. Great recipes!,4.0,,,0.956455,
2071,"This is a fine magazine; however, I probably won't renew--don't have the time to read it.",2.0,3.0,,0.32285348,resolved
2073,"I have been a BHG reader for years.  I love the decorating ideas, gardening tips and great recipes, and now I love the great price!",5.0,,,0.9998208,
2080,To much advertisement print is yought to read and subject matter is juvenille I will not be ordering next time,3.0,,,0.824391,resolved
2086,"I used to read this magazine year's ago, upon receiving my first issue..I could see it had changed somewhat. But I still enjoy reading it.",3.0,,,0.43460542,resolved
2095,Fun projects with good plans. Interesting articles.,4.0,,,0.998299,
2116,Too much advertising! I'm tired of getting more and more ads each month. I've been a subscriber for years but I will cancel due to this issue.,2.0,,,0.6933676,
2121,I love this magazine and you can't beat this price.,5.0,,,0.99995136,
2123,every body know Better Homes is a great magazine. I love it for its gardening ideas and very helpful for where to put flowers and plants.,5.0,,,0.99866444,
2125,a lot more ads and much less continent than i remember from previous years.,3.0,,,0.9688835,
2135,Better than most other similar magazines. Easy reading. Perhaps a bit simplistic for experienced handymen who already know many of the tips offered.,4.0,,,0.8482504,
2144,Received my first two issues on the same day. One i had already purchased a month earlier and the other was the prior months issue! I won't buy subscriptions from here anymore.,1.0,,,0.96559894,
2158,"As all ways, the best writing/graphic from the thought leaders of the world",5.0,,,0.99899423,
2161,excellent magazine,5.0,,,0.98884344,
2165,I bought this as a gift tinny boyfriend and he loves this!,5.0,,,0.99985564,
2169,"This publication illustrates some good reasons why science and politics make strange bedfellows. Then again, the title should have warned me.",4.0,,,0.957847,resolved
2172,"Poor writing, and includes a ridiculous full-page ad for male sexual enhancements.  Don't give this to kids.",1.0,,,0.7263827,
2191,"love this magazine, lots of everything for everyone...I have read it from cover to cover several times and lots of ideas that I will use.",5.0,,,0.9992317,
2212,Poor articles and tons of ads. I cancelled my subscription.,1.0,,,0.96875465,
2241,Too long for the subscription to begib,2.0,,,0.8182614,
2248,"My favorite magazine, by far.",5.0,,,0.9985403,
2270,If you are interested in home improvement or home projects you have to have this magazine. I have subscribed for years and always will. Always something new and different.,5.0,,,0.7739682,
2271,a ton of adds and so far - nothing new,1.0,,,0.75607425,resolved
2274,"Useless, more political than scientific, WAY to many ads.  Don't subscribe.",1.0,,,0.8421159,
2285,"Another THIN issue.  Hoping this was a one-time thing.  Will not purchase again, if this continues to be the norm.",2.0,,,0.26739404,
2291,A great Christmas gift that keeps on giving all year....,4.0,,,0.95429885,resolved
2293,Best ever!,5.0,,,0.99496436,
2302,"I got bombarded with glossy junk mail and watch out for hidden renewals.
My wife got me a subscription through her airline miles program. I did not like it.",1.0,,,0.9408982,
2307,Great for tips and tricks to make yourself more knowledgeable. Got a few subscriptions as a gift for a few years now. They love it.,5.0,,,0.94046056,resolved
2308,GREAT DEAL,5.0,,,0.98795235,resolved
2314,Disappointed to learn that I can view my print subscription online. I've done enough with BGH.,2.0,,,0.44646356,resolved
2325,"All the info a man could possibly need to know on virtually every topic squeezed into one mag, awesome!!",5.0,,,0.9971278,
2346,"Did not like this magazine, to much advertisements",2.0,,,0.61323255,
2355,"I am dissapointed at the fact that I only got one magazine. I am gonna try again.
I wonder what happened to my money",1.0,,,0.9885428,
2366,Love to read the articles and recipes!  Loved to read mom's subscription growing up and now I've given it to my daughters.  Three generations of readers....,5.0,,,0.99876815,
2367,Love to have it on my tablet!,5.0,,,0.9984181,
2373,Terrible. Will not fully download. Worked fine until recently. Last two issues only download a few random pages.,1.0,,,0.99901974,
2376,Just what I was looking for!,3.0,2.0,,0.39197353,resolved
2405,I bought this for my boyfriend because he kept taking my Cosmo magazine.  It has great articles for guys and for their girlfriends.,5.0,,,0.98629045,resolved
2406,The magazine covers an overall spectrum in order to touch on areas of interest for all individuals,4.0,,,0.6547779,
2411,I haven't recieved a single copy so I can't really review it. All I can say is the amazom service is terrible.,1.0,,,0.9994385,
2414,"Unfortunately, I must give this magazine a O as I have yet to recieve an issue.",1.0,,,0.85764503,
2415,wanted decor not recipes,1.0,,,0.6219524,
2416,Little value in this but didn't expect it.  Just got it for a reception room and it served its purpose,3.0,,,0.6034863,
2440,"I love it!  Complete with a shopping list.  Although, I wish it had even more recipes!",5.0,,,0.42585498,resolved
2441,"unlike my other magazine subscriptions, I'm unable to expand the page, unable to read it, plan to cancel.",1.0,,,0.9885485,
2475,I love that I see so much of my style and personality in BHG!,5.0,,,0.9940741,
2476,Very bad. You don't get to read the magazine because it keeps downloading for ages. Another way of extorting money from innocent subscribers.,1.0,,,0.9784355,
2477,Good information regarding ideas for homes remodeling,4.0,,,0.99947655,resolved
2489,.my whole family is enjoying this magazine and what a great price,5.0,,,0.9996011,
2492,"Just started getting this... part of a promotion to use points for a subscription.  So far, so good.  Nothing overwhelmingly special yet.",3.0,,,0.4227082,
2504,Got this for my wife. She loves it. So many good articles and great recipes.,5.0,,,0.9374089,
2505,"I cannot get the digital version to download and I wound up being charged for it twice, I use to get it free with my subscription to the paper mag, what gives???",1.0,,,0.9981445,
2506,I got some really good recipes from that magazine.,4.0,,,0.95904636,
2535,"Ordered back in November 13 2015  - says 4-6 weeks on the details page.  as of this date, no magazine.  Not good.",1.0,,,0.9243119,resolved
2541,i cant wait for each issue to arrive I love this magazine has tons of diy projects and tips,5.0,,,0.99927914,
2545,Boring ! There isn't any information in here that is valuable and will pertain to improving the beauty of your home inside or outside.,1.0,,,0.75871474,
2548,Stick to the print version.  The digital version is disappointing.,1.0,,,0.95294905,
2570,"love the magazine!  So does my husband, daughter and her hubby.",5.0,,,0.99889934,
2585,I got two issues in 1.5 years and they said its up for renwal. Do not buy,1.0,,,0.99707806,
2587,Get this for husband and his brother.  They really enjoy talking about the articles.,4.0,,,0.97170144,resolved
2600,Have been getting it for years....Love it !!!,5.0,,,0.99984896,
2602,50-60% advertisements. I guess that is why it only costs $5 a year...,1.0,,,0.97281265,resolved
2612,"OK but too ""what if"" and science ""fiction"" compared to ""Popular Mechanics"" which we also enjoy.",3.0,,,0.9458837,
2618,"This was a birthday gift for my sister, she's 70 and loves all the ideas which she does herself.",5.0,,,0.9145888,resolved
2623,very educational,1.0,,,0.53379524,resolved
2629,"I know it says ""large file, may take longer to download"" but really - it's been three days and its still downloading!",1.0,,,0.99243045,
2630,Much easier than carrying a bunch of magazines around,3.0,,,0.7916082,resolved
2632,"I purchased this to read in doctors office.  With changes in the way it is down loaded and how many can be on my device, that plan is not working.  I do not like",2.0,,,0.53137434,
2647,My husband loves this magazine. Perfect present for the handyman in him.,5.0,,,0.99959683,
2659,I have tried and tried to get Julys issue on my kindle with no avail,1.0,,,0.99910474,resolved
2666,Again...not like it was 30-40 years ago!,3.0,,,0.82478464,
2674,"More of an advertising magazine. Ads, ads, and inserted card ads.  Very little content.",2.0,,,0.92169946,
2676,my favorite wood magazine,5.0,,,0.99972415,
2697,"The best of the intellectual and, why not, the absurd. Entertaining, thought-provoking. Worth every dime.",5.0,,,0.19053271,
2711,Love this new version of magazines. Very easy to flip from one topic to another and save a tree in the process and space in my house.,5.0,,,0.9982096,
2712,"Nice magazine...great interactions, but past issues don't stay on the device.  I have to keep downloading, and download times are forever!",4.0,,,0.7976733,resolved
2715,I'm not getting these monthly as I had expected.,2.0,,,0.34701818,
2726,Son Loves this magazine.  He can't wait to receive each issue.  Compelling stories.,5.0,,,0.9968933,
2730,"I probably shouldn't have gotten it for 5th graders.  There were cigarette ads throughout each issue!  Really could've done without those, and the conversations that followed!",3.0,,,0.52936643,resolved
