review_text,label
Niece loves it thank you,4
One of the best magazines! So fun to come home to this delivery!,0
Fabulous. Love F&W!!,4
"Love the magazine, love the kindle version!",4
Very interesting and informative.,3
A waste of time and trees.  All about pushing ads and products. Few really useful articles. Won't renew.,0
"Instead, monthly and vulgar. Don't waste your time. What was once a respectable magazine now aspires to be Maxim.",0
I love to look and read this magazine it's both informed and progressive for our industry.,3
"I would love to review it, however I ordered it back in November and it's now the last day in January and it still is not here.",0
Good magazine for the outdoorsman.,3
Not what it used to be,1
Boring magazine,1
"too advanced/suggestive for pre-teen-11-12 yr old- clothes ok, articles not for young readers",1
"The new playboy is terrible. I have been a reader for forty years, but no more. Shame on Playboy.",0
I HAVENT RECEIVED THE MAGAZINE AT ALL.... COULD YOU PLEASE MAKE SURE I GET IT... OR I WANT MY MONEY BACK..............,0
"On my Kindle Paperwhite, Time is not in color and there is not a complete edition of the magazine. I won't be paying for a subscription.",2
I love this magazine and it is so convenient to have everything handled for me. Great job!,4
"Ordered 4 magazines, started receiving subscritions within 30 days.  UNBEATABLE price and fantastic Amazon service as always!",4
Great online presence with important resources for building a yoga practice.,3
One of my very favorite magazines! Great deal too!,4
Would not subscribe again!! Too many ads and was not impressed with content.,1
This is the perfect airplane reading material.  Pretty solid for the potty too.  Sometimes I wish that it went a little more in depth with the sciences though.  I like science.,3
"Truly inspirational book, a must-read for all runners. New to the sport or already an adept? Find your inspiration here!",4
My favorite magazine looks great in its digital format.,4
"What a novel idea, asking me to rate an item I have not yet received after one month of no delivery. When can I expect delivery?",0
"It will take me a  wile to get used to, but I like SI and have subscribed to the print edition for several years.",3
Way too many ads but I like keeping up with decor ideas and trends.,3
NICE BLEND OF INFORMATION. THIS PUBLICATION IS FOR BEGINNER AND ADVANCED BIRD WATCHERS! GREAT INFORMATION AND TIPS. I LOVE & RECOMMEND THIS MAGAZINE!,4
"Got the first issue and then cancelled.  Lots of health info followed by a FULL PAGE AD FOR CIGARETTES.
Can you say hypocritical !!!!",0
No pc compatible version....wth,0
Completely uninteresting,0
"I ordered this magazine 11/28/09 and still have not received the magazine. what is the problem, do i need to cut down the trees myself????????????????",1
I ordered this subscription in the beginning of December and I have only received 1 issue,0
I did not want to renew this item and did not know it is set up for automatic renewal. I was not able to cancel because it was automatically renewed.,0
Just ads with some yoga thrown in. Even at the discounted price I had to cancel. There's no reason to pay for a magazine full of ads.,0
Needs more articles and less ads.,2
Great magazine. Love the designs and photos.,4
I like the articles but there were to few and it is more like a catalog..,1
This has gone from a serious cooking magazine to a fluff piece full of ads. I will not renew.,1
I learned a great deal from the first issue alone!,4
I like recipe magizine,3
Always on point with the latest trends. I look forward to every issue!,4
I:m a big fan of football didn't like it cancelled trial offer . ,0
"After finally being able to read the online version,I could see it all,great mag..",3
awesome price!!!  awesome product!!! fast delivery!!! who could ask for more???  thanks so much!  God bless you!!  :),4
"AS of JUly 5, 2012, I have not received any magazines. I will galdly fill out your survey when I receieve a magazine",0
Received on time and my husband enjoys the articles.,3
"Haven't subscribed to this in ages, was offered a sweet deal & had forgotten how useful the info was! :)",4
i found the magazine interesting but need to see a lot of statistical ways of solving world problems using quantitative and qualitative data.,2
Great recipes but not so much if you're a busy person. Most are too time consuming for me.,2
worst mag i ever sub'ed to. all ad's and stuff i don't care about!,0
"Didn't use it that much, but it was great.",2
It lacks depth and print size adjustment for older eyes.  Can't subscribe yet.  This may be best viewed in the larger tablets.,0
Got charge higher for a year's subscription here than in their own website. EW will give you 2 years for 1 year here... [...],0
I have been reading this for years and enjoy the reviews.,4
G&G is my favorite magazine. If you are from the South or love the South this is a must.,4
"Plenty of art work but effort should be spent on real ""news' not entertainment. Much better than issue about top 100",3
I don't like the small print! Will not RENEW!!!,0
"too many adds, not enough articles, most of the recipes required ingredients that were difficult to get",2
So much great information!! Wonderful advice and lots and lots of resources!  Important tool to have!,4
Would love to review if I had received it but I have not gotten the first issue yet!!  Any idea why?,0
I have subscribed to this magazine in the past and loved it. The first issue I received from this subscription was very thin and mostly advertisement. Very disappointing.,1
some issues contain useful informations but some others are just useless...,3
